SG_UF;NO_MUNICIPIO;CO_ENTIDADE;NO_ENTIDADE
SP;Iracemápolis;35218650;ANTONIO CANDIDO DE CAMARGO DR ESCOLA MUNICIPAL
SP;Iracemápolis;35218662;BENEDICTO CARLOS FREIRE PROF EM
SP;Iracemápolis;35218674;LEONTINA DE OLIVEIRA DONA EM
SP;Iracemápolis;35246025;DULCIDIA COSTA RIVABEN PROFA ESCOLA MUNICIPAL
SP;Iracemápolis;35432337;DENISE ELIZABETH FAULBORN DENARDI PROFA CEIM
SP;Iracemápolis;35454953;BENEDICTO FABRICIO PREFEITO CEIM
SP;Iracemápolis;35561629;ALEGRIA ESCOLA DE EDUCACAO INFANTIL
SP;Iracemápolis;35561630;BRINQUEDOTECA ESCOLA DE EDUCACAO INFANTIL
SP;Iracemápolis;35577911;CRECHE MUNICIPAL VEREADOR LAZARO MENDES DE LIMA
SP;Iracemápolis;35586845;CRECHE MUNICIPAL PREFEITO LUIZ ALVES DE OLIVEIRA
SP;Iracemápolis;35800600;CONSTANTE OMETTO CRECHE LAR
SP;Irapuã;35010081;CRECHE ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR MESTRE JUVILEY GIRALDI
SP;Irapuã;35027873;DESOLINA BETTI GREGORIN PROFESSORA
SP;Irapuã;35064359;VICTOR NOGAROTO KEUSSEYAN EMEI
SP;Irapuã;35192119;NATALIA CALDEIRA NOGUEIRA CENTRO MUN DE ED INF PROINFANCIA
SP;Irapuã;35206520;FLORINDA DA SILVA ASPRINO PROFESSORA EMEF
SP;Irapuru;35030958;JOSE EDSON MOYSES PROF
SP;Irapuru;35031008;PEDRO LEITE RIBEIRO
SP;Irapuru;35061657;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SEILA DARCI BASTAZINI DELGADO
SP;Irapuru;35231794;OCTAVINA SANTANA CALVANO CRECHE
SP;Irapuru;35338370;PEDRO LEITE RIBEIRO EMEF
SP;Irapuru;35354570;CENTRO DE ATENDIMENTO SOC EDUC AO ADOLESC IRAPURU II CI
SP;Irapuru;35448370;CENTRO DE ATENDIMENTO SOC EDUC AO ADOLES IRAPURU I CI
SP;Irapuru;35455064;PENITENCIARIA DE IRAPURU
SP;Itaberá;35009260;COLEGIO MAIS SABER
SP;Itaberá;35015441;GABRIEL PINTO DE FARIA PROFESSOR
SP;Itaberá;35015453;LEONCIO PIMENTEL
SP;Itaberá;35039718;ALBERTO PEREIRA PROFESSOR
SP;Itaberá;35190482;APAE DE ITABERA
SP;Itaberá;35205459;ARCO IRIS EMEI
SP;Itaberá;35327384;BAIRRO DO QUARENTEI
SP;Itaberá;35327669;AGROVILA II
SP;Itaberá;35435843;VILA DOM SILVIO CENTRO DE EDUCACAO INFANTIL DA
SP;Itaberá;35435855;CENTRO DE EDUCACAO MUNICIPAL FAVO DE MEL
SP;Itaberá;35499638;JARDIM SANTA INES CMEI
SP;Itaberá;35499812;AGROVILA III CENTRO MUNICIPAL DE EDUCACAO INFANTIL
SP;Itaberá;35540473;BAIRRO DO CERRADO
SP;Itaberá;35567966;COLEGIO CARPE DIEM
SP;Itaberá;35903206;MARIA TEREZA DE SOUZA FALCARELI PROFESSORA
SP;Itaberá;35910089;DOROTY DAVID MUZEL PROFESSORA
SP;Itaberá;35916341;BAIRRO ENGENHEIRO MAIA
SP;Itaberá;35918532;JARDIM SANTA INES
SP;Itaberá;35919858;AGROVILA III
SP;Itaberá;35915105;BAIRRO DO TOME
SP;Itaberá;35015436;BARBARA VIDAL CESAR
SP;Itaberá;35065353;SAGRADA FAMILIA CRECHE
SP;Itaberá;35437748;BAIRRO ENGENHEIRO MAIA II
SP;Itaí;35004635;CENTRO DE EDUCACAO INFANTIL PROF JOSE GONCALVES DE SOUSA
SP;Itaí;35009656;CENTRO DE EDUCACAO INFANTIL RISQUE E RABISQUE
SP;Itaí;35009953;CENTRO DE EDUCACAO INFANTIL PROF CARMEN SILVIA BELTRAME MARTINELI
SP;Itaí;35014485;JOAO MICHELIN
SP;Itaí;35161809;COLEGIO MARIA BRAIDO COC
SP;Itaí;35173770;CARROSSEL ESCOLA INFANTIL
SP;Itaí;35175730;MARIA CRISTINA DE MELLO DUARTE CASA DA CRIANCA CEI
SP;Itaí;35214735;ANTONIO DE FREITAS FILHO PROF EMEF
SP;Itaí;35214747;ANGELINA MARIA DE ALMEIDA TANNUS PROFA EMEI
SP;Itaí;35247376;ELZA APPARECIDA CAGLIARI ROLIM PROFA EMEF
SP;Itaí;35412879;MARIA ARAUJO PINHEIRO PROFA EMEI
SP;Itaí;35435971;ESCOLA CRECHE PROFESSORA ELZA MARIA DE MELO
SP;Itaí;35436343;LUCIA DE MORAIS CAMARGO ROCHA PROFA EMEF
SP;Itaí;35449436;CENTRO EDUCACIONAL TAQUARITUBA CETA
SP;Itaí;35453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA
SP;Itaí;35462627;MONTEIRO LOBATO CENTRO DE EDUCACAO INFANTIL
SP;Itaí;35498973;ELISA YOSHIE TAKEDA TOYONAGA CRECHE ESCOLA PRO INFANCIA
SP;Itaí;35903188;ABILIO RAPOSO FERRAZ JUNIOR
SP;Itaí;35921233;LUCIA DE MORAIS CAMARGO ROCHA PROFA
SP;Itaí;35924337;SANDRA APARECIDA DE ARAUJO PROFESSORA
SP;Itajobi;35010090;EMEI PROFESSORA MARIA IZOLETI PIOVEZANA ARCHILA
SP;Itajobi;35010427;ESCOLA PRIVADA DE EDUCACAO INFANTIL SEMENTINHA DO SABER
SP;Itajobi;35027881;RUTH DALVA FERRAZ FARAO PROFESSORA
SP;Itajobi;35061736;JESUS MENINO ESCOLA MUNICIPAL EDUC INFANTIL E FUNDAMENTAL
SP;Itajobi;35071602;MAGDALENA CARPI BEGGIATO EMEI
SP;Itajobi;35125052;MARIA EDUCADORA COLEGIO
SP;Itajobi;35268008;MARIA CONCEICAO CARVALHAES DUARTE PROFESSORA EMEJA
SP;Itajobi;35338459;INACIO DA COSTA EMEF
SP;Itajobi;35387800;HERMES BOVAROTI JUNIOR CENTRO MUN DE COMPL EDUCACIONAL
SP;Itajobi;35430845;MARIA MAE EDUCADORA COLEGIO
SP;Itajobi;35437116;MARIA APPARECIDA NELLI INSPETORA EMEF
SP;Itajobi;35447079;SHIRLEY APARECIDA FURLAN ALEIXO PROFESSORA EMEI
SP;Itajobi;35566779;JOSE DE ANCHIETA ESCOLA DE EDUCACAO INFANTIL
SP;Itajobi;35359973;JOSE CARDOSO DE MATTOS EMEIF
SP;Itaju;35025773;ERASTO CASTANHO DE ANDRADE PROFESSOR
SP;Itaju;35234461;NELSINA DE CARVALHO PROFA EMEI
SP;Itaju;35267818;ERASTO CASTANHO DE ANDRADE PROF EMEF
SP;Itaju;35580961;CRECHE ESCOLA SEBASTIANA FERREIRA PEREIRA
SP;Itanhaém;35004413;COLEGIO MASA
SP;Itanhaém;35004535;ESCOLA DE EDUCACAO INFANTIL BABY S CLUB
SP;Itanhaém;35004715;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL TIA POMBINHA
SP;Itanhaém;35005613;COLEGIO 11 DE NOVEMBRO DE ITANHAEM EIRELI ME
SP;Itanhaém;35006343;ESCOLA MUNICIPAL OSMAR RODRIGUES
SP;Itanhaém;35007222;COLEGIO SAO MIGUEL
SP;Itanhaém;35007248;COLEGIO ZENITH MACICEL
SP;Itanhaém;35008247;ESCOLA MUNICIPAL PROFESSORA ITAILDE SILVA CASTRO BRAGANTE
SP;Itanhaém;35011952;SILVIA JORGE POLLASTRINI PROFESSORA
SP;Itanhaém;35011964;EUGENIA PITTA RANGEL VELOSO PROFA
SP;Itanhaém;35012002;BENEDITO CALIXTO
SP;Itanhaém;35012026;DAGOBERTO NOGUEIRA DA FONSECA
SP;Itanhaém;35012038;JON TEODORESCO PROFESSOR
SP;Itanhaém;35035889;BERNARDINO DE SOUZA PEREIRA
SP;Itanhaém;35037254;JOSE CARLOS BRAGA DE SOUZA DOUTOR
SP;Itanhaém;35042158;CELIA MARINA DAL POZZO BORGES PROFA
SP;Itanhaém;35043357;ROSELIA BRAGA XAVIER PROFESSORA
SP;Itanhaém;35049165;DIVANI MARIA CARDOSO PROFA
SP;Itanhaém;35056303;LEONOR MENDES DE BARROS ESCOLA MUNICIPAL
SP;Itanhaém;35056315;MARIA DO CARMO ABREU SODRE ESCOLA MUNICIPAL
SP;Itanhaém;35056327;CARLOS AUGUSTO GUIMARAES DA SILVA ESCOLA MUNICIPAL
SP;Itanhaém;35068998;ANA CANDIDA EBLING DE OLIVEIRA ESCOLA MUNICIPAL
SP;Itanhaém;35069000;SHIRLEY MARIANO ESTRIGA PROFESSORA ESCOLA MUNICIPAL
SP;Itanhaém;35069012;OLGA LOPES DE MENDONCA ESCOLA MUNICIPAL
SP;Itanhaém;35073325;JOSE TEIXEIRA ROSAS ESCOLA MUNICIPAL
SP;Itanhaém;35080780;LIONS CLUBE ESCOLA MUNICIPAL
SP;Itanhaém;35100948;ALDEIA RIO BRANCO
SP;Itanhaém;35103081;ALBERT EINSTEIN COLEGIO
SP;Itanhaém;35132950;EVOLUCAO COLEGIO
SP;Itanhaém;35160866;NOVA ERA ESCOLA EDUCACAO INFANTIL E FUNDAMENTAL
SP;Itanhaém;35160878;22 DE ABRIL ESCOLA DE EI E EF
SP;Itanhaém;35160912;COLEGIO MASTER
SP;Itanhaém;35169419;ELZA GALVAO BRANCO CRECHE
SP;Itanhaém;35169456;JOSE DE ANCHIETA LAR ESPIRITA DA CRIANCA
SP;Itanhaém;35169648;ROBERTO BERNARDI NUCLEO DE CONVIVENCIA INFANTIL
SP;Itanhaém;35189741;PIRAMIDE CENTRO EDUCACIONAL
SP;Itanhaém;35208061;MARIA CRISTINA MACEDO GOMES ESCOLA MUNICIPAL
SP;Itanhaém;35230261;MARIA DA PENHA CORREA SANCHES PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35230273;NEUSA PINTO FONSECA PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35230285;NOEMIA SALLES PADOVAN ESCOLA MUNICIPAL
SP;Itanhaém;35230297;IGNEZ MARTINS PROFESSORA ESCOLA MUNICIPAL
SP;Itanhaém;35246529;LUIZ GONZAGA SILVA FONSECA PROF EMEFEI
SP;Itanhaém;35248873;FILOMENA DIAS APELIAN PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35248903;EUGENIA PITTA RANGEL VELOSO PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35248915;LIDIA MARTHA FERRIELLO GIANOTTI PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35248927;WALTER ARDUINI PROF EM
SP;Itanhaém;35248939;DIVANI MARIA CARDOSO PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35248940;PEDRINA POMPEU BASTOS EM
SP;Itanhaém;35263761;BIOTEC ESCOLA PROFISSIONALIZANTE
SP;Itanhaém;35271342;DIVA DO CARMO ALVES DE LIMA PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35276078;ELGA REIS PROFESSORA ESCOLA MUNICIPAL
SP;Itanhaém;35278661;MARIA DA CONCEICAO LUZ PROFA EMEF
SP;Itanhaém;35280380;MARIA DAS GRACAS ALVES SANTOS PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35282996;DALVA DATI RUIVO PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35283009;CELIA MARINA DAL POZZO BORGES PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35283010;HARRY FORSSELL ESCOLA MUNICIPAL
SP;Itanhaém;35283022;MARIA APARECIDA SOARES AMENDOLA PROFA ESCOLA MUNICIPAL
SP;Itanhaém;35283034;BERNARDINO DE SOUZA PEREIRA ESCOLA MUNICIPAL
SP;Itanhaém;35299352;ETEC DE ITANHAEM
SP;Itanhaém;35430456;MARIA GRACIETTE DIAS ESCOLA MUNICIPAL
SP;Itanhaém;35431795;CAMBUCA ESTAB MUN PARA COMPLEMENTACAO EDUC PROJETO
SP;Itanhaém;35431801;CASA DA CRIANCA ESTAB MUN PARA COMPLEMENTACAO ED PROJETO
SP;Itanhaém;35431813;FLORES DA MATA COMPLEMENTACAO EDUCACIONAL
SP;Itanhaém;35431825;LUGAR DO SOL COMPLEMENTACAO EDUCACIONAL
SP;Itanhaém;35436136;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE ITANHAEM CI
SP;Itanhaém;35440139;SUPREMUS DE ITANHAEM COLEGIO
SP;Itanhaém;35447959;EDSON BAPTISTA DE ANDRADE DOUTOR ESCOLA MUNICIPAL
SP;Itanhaém;35449416;ZULEICA BARROS DE ASSIS ESCOLA MUNICIPAL
SP;Itanhaém;35453080;NILDEMAR DE SOUZA OLIVEIRA PROFESSOR ESCOLA MUNICIPAL
SP;Itanhaém;35453134;EDUCAR ESCOLA
SP;Itanhaém;35469774;ALDEIA TANGARA
SP;Itanhaém;35470429;LILIAN APARECIDA BORGES PRADO ESCOLA MUNICIPAL
SP;Itanhaém;35480381;SILVIA REGINA SCHIAVON MARASCA PROFESSORA EM
SP;Itanhaém;35480629;BENEDITA MATIAS GONCALVES ESCOLA MUNICIPAL
SP;Itanhaém;35482006;COLEGIO BELAS ARTES
SP;Itanhaém;35497460;MARIA DA CONCEICAO CARVALHO BATISTA EM
SP;Itanhaém;35498476;MARIA PATROCINA CONDOTA EM
SP;Itanhaém;35583169;ESCOLA MUNICIPAL PROFESSORA GIOCONDA FAGA
SP;Itanhaém;35661934;JARDIM AGUAPEU ESCOLA MUNICIPAL
SP;Itanhaém;35907935;MILTON MARTINS POITENA
SP;Itanhaém;35907947;LIDIA MARTHA FERRIELLO GIANOTTI PROFA
SP;Itanhaém;35907959;MARIA DA CONCEICAO LUZ PROFA
SP;Itanhaém;35907960;MARIA APARECIDA SOARES AMENDOLA PROFA
SP;Itanhaém;35908794;DALVA DATI RUIVO PROFA
SP;Itanhaém;35919615;VICENTE CAETANO DE LIMA PROF
SP;Itanhaém;35919627;GAIVOTA II
SP;Itanhaém;35919986;JOSE ANTONIO DE AFFONSECA ROGE FERREIRA
SP;Itanhaém;35985624;CEL JTO A EE BENEDITO CALIXTO
SP;Itaoca;35005851;EMEI BAIRRO RIO CLARO
SP;Itaoca;35009517;EMEIEF BAIRRO CANGUME
SP;Itaoca;35014345;ELIAS LAGES DE MAGALHAES PROF
SP;Itaoca;35041452;ANEZIA AMORIM MARTINS PROFA
SP;Itaoca;35048203;CACILDA LAGES PEREIRA CAVANI PROFA
SP;Itaoca;35201571;BENEDITO PONTES FILHO PROF EMEIEF
SP;Itaoca;35317724;BAIRRO CANGUME
SP;Itaoca;35430699;A MAGIA DE EDUCAR CEMEI
SP;Itaoca;35660413;BAIRRO PAVAO EMEI DO
SP;Itapecerica da Serra;35004891;ASSOCIACAO BENEFICENTE DA CRIANCA E DO ADOLESCENTE HORAS ALEGRES
SP;Itapecerica da Serra;35004894;ASSOCIACAO SOLIDARIEDADE E ESPERANCA FANNY
SP;Itapecerica da Serra;35005338;JESUS MARIA MOREIRA EM
SP;Itapecerica da Serra;35005345;VALDIR BATISTA DE SOUSA EM
SP;Itapecerica da Serra;35005850;ESCOLA DE EDUCACAO INFANTIL UNIAO
SP;Itapecerica da Serra;35006227;COLEGIO PORTO BRASIL
SP;Itapecerica da Serra;35006963;ESCOLA KAERU
SP;Itapecerica da Serra;35007707;FRANCISCO JEBERMI OLIVEIRA PROFESSOR EM
SP;Itapecerica da Serra;35007710;ANACA EM
SP;Itapecerica da Serra;35007725;AMARANTA EM
SP;Itapecerica da Serra;35007728;ESCOLA DE EDUCACAO INFANTIL CRESCER PARA A VIDA
SP;Itapecerica da Serra;35009330;ESCOLA DE EDUCACAO INFANTIL PEQUENO PONEI
SP;Itapecerica da Serra;35009551;COLEGIO PORTO BRASIL
SP;Itapecerica da Serra;35009945;CARLOS ALBERTO PEREIRA
SP;Itapecerica da Serra;35009957;PORCINO RODRIGUES PROF
SP;Itapecerica da Serra;35009970;ISABEL A REDENTORA
SP;Itapecerica da Serra;35009982;MATILDE MARIA CREMM
SP;Itapecerica da Serra;35009994;SEBASTIAO DE MORAES CARDOSO
SP;Itapecerica da Serra;35010005;JOAO BAPTISTA DE OLIVEIRA
SP;Itapecerica da Serra;35010029;ANGENOR DE OLIVEIRA POETA
SP;Itapecerica da Serra;35010113;POTUVERA EM
SP;Itapecerica da Serra;35010323;CEEJA DE ITAPECERICA DA SERRA
SP;Itapecerica da Serra;35010327;JULIA DE CASTRO CARNEIRO
SP;Itapecerica da Serra;35011018;COLEGIO ATILLA CURUMIM III
SP;Itapecerica da Serra;35023802;HANS LUDWIG SCHMIDT EM
SP;Itapecerica da Serra;35035415;INSTITUTO MARIA IMACULADA
SP;Itapecerica da Serra;35035427;LUCIA AKEMI MIYA PROFA
SP;Itapecerica da Serra;35036407;JARDIM JACIRA
SP;Itapecerica da Serra;35037138;GERTRUDES EDER
SP;Itapecerica da Serra;35040721;SALVADOR DE LEONE
SP;Itapecerica da Serra;35040733;MASSAKO HIGASHIOKA PROFESSORA
SP;Itapecerica da Serra;35040745;EDUARDO ROBERTO DAHER
SP;Itapecerica da Serra;35040757;JOAQUIM FERNANDO PAES DE BARROS NETO
SP;Itapecerica da Serra;35044854;ANTONIO FLORENTINO
SP;Itapecerica da Serra;35046231;JOSE SILVEIRA DA MOTTA PROFESSOR
SP;Itapecerica da Serra;35049098;ABRAHAO DE MORAES PROFESSOR
SP;Itapecerica da Serra;35061591;JARDIM MONTESANO
SP;Itapecerica da Serra;35061608;EE JARDIM DO CARMO
SP;Itapecerica da Serra;35064555;ELIAS DAHER PREFEITO EM
SP;Itapecerica da Serra;35064567;JOSE PEREIRA DE BORBA EM
SP;Itapecerica da Serra;35064579;EMILIANO FERREIRA DOMINGUES EM
SP;Itapecerica da Serra;35064580;ARGEMIRO FERREIRA DOMINGUES EM
SP;Itapecerica da Serra;35068100;SABIA EM
SP;Itapecerica da Serra;35068111;IZALTINA WEISHAUPT HENGLES EM
SP;Itapecerica da Serra;35068135;ANDORINHA EM
SP;Itapecerica da Serra;35068159;ARARA EM
SP;Itapecerica da Serra;35068160;PARDAL EM
SP;Itapecerica da Serra;35069673;CANARIO EM
SP;Itapecerica da Serra;35069681;JOSE DOS REIS SALGADO EM
SP;Itapecerica da Serra;35069826;CARDEAL EM
SP;Itapecerica da Serra;35075218;JESUS BOM PASTOR EM
SP;Itapecerica da Serra;35075224;ANTONIO DO AMARAL EM
SP;Itapecerica da Serra;35075231;UIRAPURU EM
SP;Itapecerica da Serra;35075255;CARMEM CAETANO DE OLIVEIRA EM
SP;Itapecerica da Serra;35076272;TICO TICO EM
SP;Itapecerica da Serra;35076284;JURITI EM
SP;Itapecerica da Serra;35076302;PINTASSILGO EM
SP;Itapecerica da Serra;35076314;BEIJA FLOR EM
SP;Itapecerica da Serra;35079259;ARCO IRIS CENTRO EMEE
SP;Itapecerica da Serra;35113505;GUADALUPE EM
SP;Itapecerica da Serra;35115642;LEBISTE COLEGIO
SP;Itapecerica da Serra;35137716;8 DE MAIO COLEGIO
SP;Itapecerica da Serra;35150344;ADVENTISTA DE ITAPECERICA DA SERRA COLEGIO
SP;Itapecerica da Serra;35153278;INTERVIVA COLEGIO
SP;Itapecerica da Serra;35173265;BEM TE VI CENTRO EDUCACIONAL
SP;Itapecerica da Serra;35173630;COLEGIO FONSECA SIQUEIRA
SP;Itapecerica da Serra;35176734;COLEGIO FIDENS
SP;Itapecerica da Serra;35189339;MOVIMENTO COMUNITARIO ASSISTENCIA E PROMOCAO HUMANA
SP;Itapecerica da Serra;35189340;IZILDINHA CASA DA CRIANCA
SP;Itapecerica da Serra;35189352;CASA DA PASSAGEM INSTITUTO BENEFICENTE
SP;Itapecerica da Serra;35189364;MARIA IMACULADA SOCIEDADE DE INSTR E BENEFICENTE CRECHE
SP;Itapecerica da Serra;35189388;MENINO JESUS CRECHE
SP;Itapecerica da Serra;35201029;SAO LEOPOLDO EM
SP;Itapecerica da Serra;35203348;PICA PAU EM
SP;Itapecerica da Serra;35220930;JASMIM EM
SP;Itapecerica da Serra;35220942;MANACA EM
SP;Itapecerica da Serra;35220954;SEMPRE VIVA EM
SP;Itapecerica da Serra;35220966;ARAUCARIA EM
SP;Itapecerica da Serra;35220978;IPE EM
SP;Itapecerica da Serra;35236275;JUVELINA PEREIRA EM
SP;Itapecerica da Serra;35236287;BRINCO DE PRINCESA EM
SP;Itapecerica da Serra;35236299;RICARDO CORSINI EM
SP;Itapecerica da Serra;35236305;ESCOLA MUNICIPAL PRIMAVERA DA SERRA
SP;Itapecerica da Serra;35236317;SAMAMBAIA EM
SP;Itapecerica da Serra;35236329;MYRIAN LILIAN THOMAZ DAHER PROFESSORA EM
SP;Itapecerica da Serra;35241003;ANTONIO MANOEL PEDROSO DE CASTRO PROF EM
SP;Itapecerica da Serra;35241015;ARTHUR RICCI DE CAMARGO PROF EM
SP;Itapecerica da Serra;35241027;BELCHIOR DE PONTES EM
SP;Itapecerica da Serra;35241039;HORTENSIA EM
SP;Itapecerica da Serra;35241040;AZALEIA EM
SP;Itapecerica da Serra;35241052;ORQUIDEA EM
SP;Itapecerica da Serra;35241064;ACACIA EM
SP;Itapecerica da Serra;35249385;QUARESMEIRA EM
SP;Itapecerica da Serra;35249497;GIRASSOL EM
SP;Itapecerica da Serra;35274963;ALECRIM EM
SP;Itapecerica da Serra;35274975;ONDINA RIBEIRO PEDROSO PROFA EM
SP;Itapecerica da Serra;35274987;PALMEIRA EM
SP;Itapecerica da Serra;35274999;IRANY VANETE CORREIA VILELA PROFESSORA EM
SP;Itapecerica da Serra;35275165;BENEDITO CUSTODIO DE MIRANDA PROF EM
SP;Itapecerica da Serra;35275852;ANICE CHADDAD DE MORAES EM
SP;Itapecerica da Serra;35275864;GUILHERMINA RODRIGUES DE MORAES EM
SP;Itapecerica da Serra;35277873;OCTACILIO MARTINS PROF EM
SP;Itapecerica da Serra;35277885;FRANCISCO SCALAMANDRE SOBRINHO DEPUTADO EM
SP;Itapecerica da Serra;35277897;EDVARD RODRIGUES DE OLIVEIRA PROF EM
SP;Itapecerica da Serra;35279959;SOFIA RODRIGUES PEREIRA EM
SP;Itapecerica da Serra;35282561;LENICE LOPES SIMIONI PROFA EM
SP;Itapecerica da Serra;35282571;LUIZA MOTOYOSHI PROFA EM
SP;Itapecerica da Serra;35287155;COLEGIO OLIPER
SP;Itapecerica da Serra;35287416;ESCOLITA CENTRO EDUCACIONAL
SP;Itapecerica da Serra;35357029;ALVARO RODRIGUES PEREIRA PREFEITO EM
SP;Itapecerica da Serra;35418547;QUERO QUERO ESCOLA MUNICIPAL
SP;Itapecerica da Serra;35418596;BEM TE VI ESCOLA MUNICIPAL
SP;Itapecerica da Serra;35418766;CORUJINHA ESCOLA MUNICIPAL
SP;Itapecerica da Serra;35429247;LOBINHO CENTRO EDUCACIONAL
SP;Itapecerica da Serra;35429259;MAO AMIGA COLEGIO
SP;Itapecerica da Serra;35434848;CEL JTO A EE NATERCIA CREMM DE MORAES PEDRO PROFESSORA
SP;Itapecerica da Serra;35441922;IPE GRUPO EDUCACIONAL CARLOS CLEMENTE
SP;Itapecerica da Serra;35447596;ANNA MARIA RAMPIM PROFESSORA EM
SP;Itapecerica da Serra;35454412;ADALGISA FEIJO NUNES ESCOLA MUNICIPAL
SP;Itapecerica da Serra;35480277;FRANCISCO DE ABREU RIBEIRO EM
SP;Itapecerica da Serra;35483618;ARCO IRIS SANTA JULIA EMEE
SP;Itapecerica da Serra;35496145;CONJUNTO HABITACIONAL E RESIDENCIAL PAINEIRAS EM
SP;Itapecerica da Serra;35496844;ITAPEQUENINOS CENTRO EDUCACIONAL
SP;Itapecerica da Serra;35566421;JOAO DE CARVALHO CASEMIRO PROFESSOR ESCOLA MUNICIPAL
SP;Itapecerica da Serra;35577509;ESCOLA AGUIA AZUL
SP;Itapecerica da Serra;35585385;COLEGIO ATILLA CURUMIM
SP;Itapecerica da Serra;35586304;COLEGIO ATILLA CURUMIM II
SP;Itapecerica da Serra;35811853;ASSOCIACAO DE PROMOCAO INSTRUCAO DE SERVICOS
SP;Itapecerica da Serra;35902135;BENEVIDES BERALDO COMENDADOR
SP;Itapecerica da Serra;35902159;MARIA OLIMPIA DE SOUZA QUEIROZ MACIEL
SP;Itapecerica da Serra;35906517;SOPHIA MARIA JANUARIA AMARAL
SP;Itapecerica da Serra;35914794;EURICO DA SILVA BASTOS DOUTOR PROFESSOR
SP;Itapecerica da Serra;35918659;ASA BRANCA DA SERRA
SP;Itapecerica da Serra;35923308;NATERCIA CREMM DE MORAES PEDRO PROFESSORA
SP;Itapecerica da Serra;35925597;ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR
SP;Itapecerica da Serra;35925603;LEDA FELICE FERREIRA PROFESSORA
SP;Itapecerica da Serra;35925615;PAULO DE CASTRO FERREIRA JUNIOR JORNALISTA
SP;Itapecerica da Serra;35985697;CEL JTO A EE ASA BRANCA DA SERRA
SP;Itapetininga;35004877;ESCOLA WALDORF CASA DO BOSQUE
SP;Itapetininga;35004941;COLEGIO RAINHA DOS ANJOS
SP;Itapetininga;35005482;EMEI PROFESSOR LUIZ GONZAGA
SP;Itapetininga;35005483;EMEI PROFESSOR REINALDO LUIZ VIEIRA
SP;Itapetininga;35005485;EMEI IDA DA SILVA COLLACO
SP;Itapetininga;35006266;EMEI PREFEITO LUIS ANTONIO DI FIORI FIORES DA COSTA
SP;Itapetininga;35006267;EMEI PROFESSORA TEREZA MARIA DE MACEDO RODRIGUES
SP;Itapetininga;35006460;ESCOLA PELEGRINETTI GODOY EDUCACAO INFANTIL COLEGIO FORMAS
SP;Itapetininga;35009382;MAPLE BEAR CANADIAN SCHOOL ITAPETININGA
SP;Itapetininga;35009393;COLEGIO SANTISSIMOS CORACOES
SP;Itapetininga;35009800;COLEGIO FORMAS LTDA
SP;Itapetininga;35010767;CRECHE AURORA LEITE DE OLIVEIRA BUENO
SP;Itapetininga;35015039;BERNARDES JUNIOR DESEMBARGADOR
SP;Itapetininga;35015040;PEIXOTO GOMIDE
SP;Itapetininga;35015052;SEBASTIAO VILLACA PROF
SP;Itapetininga;35015064;FERNANDO PRESTES CEL
SP;Itapetininga;35015088;ADHERBAL DE PAULA FERREIRA
SP;Itapetininga;35015097;SEBASTIAO PINTO PROF
SP;Itapetininga;35015106;ABILIO FONTES PROF
SP;Itapetininga;35015143;DARCY VIEIRA
SP;Itapetininga;35015167;ETEC PROFESSOR EDSON GALVAO
SP;Itapetininga;35015180;CORINA CACAPAVA BARTH PROFA
SP;Itapetininga;35015192;FONSECA MAJOR
SP;Itapetininga;35015209;ERNESTA XAVIER RABELO ORSI PROFA
SP;Itapetininga;35015246;MODESTO TAVARES DE LIMA PROF
SP;Itapetininga;35043965;ELISIARIO MARTINS DE MELLO PROF
SP;Itapetininga;35046899;ERNESTINA LOUREIRO MIRANDA PROFA
SP;Itapetininga;35046905;JUVENAL PAIVA PEREIRA PROF
SP;Itapetininga;35049293;ATALIBA JULIO DE OLIVEIRA PROF
SP;Itapetininga;35057939;ARAIJU POSTO ALCIATI EMEI
SP;Itapetininga;35057940;JOAQUIM FABIANO ALVES JUNIOR PROF EMEI
SP;Itapetininga;35057952;EMEIF PROFA JULIANA FABIANO ALVES
SP;Itapetininga;35057988;LAURA CALAZANS LUZ MOURA PROFA EMEI
SP;Itapetininga;35057997;YOLANDA CARVALHO PINTO EMEIF
SP;Itapetininga;35058014;SAO JOSE EMEI
SP;Itapetininga;35058038;EMEI PROFA OLIVIA DE CAMARGO PELLEGRINI
SP;Itapetininga;35058048;ISALTINO VALIO PROF EMEI
SP;Itapetininga;35070117;CARLOS EDUARDO MATTARAZZO CARREIRA PROF
